SalePrice,TotalArea,LivingArea,Neighborhood,PropertyType,BuildingQuality,Bedrooms,TotalRooms,Bathrooms,Floors,ConstructionMaterial,UtilitiesLevel,OwnershipType,YearBuilt,YearRemodel,YearSold
187000,9291,1710,SawyerW,1Fam,6,3,7,2.5,2Story,HdBoard,AllPub,PConc,1993,1993,2008
212000,6820,1502,StoneBr,TwnhsE,8,1,4,1.5,1Story,HdBoard,AllPub,PConc,1985,1985,2010
190000,11952,1969,NWAmes,1Fam,7,3,8,2.5,2Story,WdShing,AllPub,CBlock,1977,1977,2007
148000,3675,1072,Edwards,TwnhsE,6,2,5,1.0,SLvl,VinylSd,AllPub,PConc,2005,2005,2008
440000,14977,1976,NridgHt,1Fam,8,2,7,2.0,1Story,VinylSd,AllPub,PConc,2006,2007,2007
251000,5330,1652,StoneBr,TwnhsE,8,2,6,2.0,1Story,CemntBd,AllPub,PConc,2000,2000,2007
132500,8480,970,Sawyer,1Fam,5,2,5,1.0,1Story,HdBoard,AllPub,CBlock,1963,1963,2007
208900,13125,1493,CollgCr,1Fam,6,3,7,2.0,1Story,VinylSd,AllPub,PConc,1997,1998,2008
380000,13693,2643,NridgHt,1Fam,9,3,9,2.5,2Story,VinylSd,AllPub,PConc,2006,2006,2007
297000,10637,1718,CollgCr,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2007,2008,2009
89471,5925,1131,OldTown,1Fam,4,2,7,1.0,1Story,Stucco,AllPub,BrkTil,1937,2000,2007
326000,16033,1850,NridgHt,1Fam,9,3,8,2.0,1Story,VinylSd,AllPub,PConc,2004,2005,2006
374000,11846,1792,NridgHt,1Fam,9,2,6,2.0,1Story,VinylSd,AllPub,PConc,2003,2004,2006
155000,2500,1826,OldTown,1Fam,7,4,7,1.5,2Story,Stucco,AllPub,PConc,1915,2005,2009
164000,4500,1216,Mitchel,Twnhs,6,2,5,2.0,1Story,VinylSd,AllPub,PConc,1998,1998,2006
132500,7758,999,Sawyer,1Fam,5,3,6,1.0,1Story,HdBoard,AllPub,CBlock,1962,2001,2007
147000,9600,1113,NAmes,1Fam,5,3,5,1.0,1Story,MetalSd,AllPub,CBlock,1950,2007,2009
156000,10289,1073,NAmes,1Fam,5,3,6,1.5,1Story,MetalSd,AllPub,CBlock,1965,1965,2007
175000,12243,1484,NWAmes,1Fam,5,3,7,2.0,1Story,Plywood,AllPub,CBlock,1971,1971,2007
160000,10800,2414,OldTown,2fmCon,5,3,10,2.0,1.5Fin,Wd Sdng,AllPub,CBlock,1900,1970,2006
86000,1526,630,MeadowV,Twnhs,4,1,3,1.0,SFoyer,CemntBd,AllPub,CBlock,1970,2002,2009
115000,2665,1304,MeadowV,TwnhsE,5,3,4,1.5,2Story,CemntBd,AllPub,PConc,1976,1976,2008
133000,9490,1578,NAmes,1Fam,6,3,5,1.0,1.5Fin,Wd Sdng,AllPub,CBlock,1941,1950,2006
172785,15578,1456,Gilbert,1Fam,6,3,8,2.5,2Story,VinylSd,AllPub,PConc,2006,2006,2006
155000,7931,1269,NAmes,1Fam,5,3,6,1.5,1Story,BrkFace,AllPub,CBlock,1960,1960,2008
91300,5784,886,OldTown,1Fam,5,2,4,1.0,1Story,MetalSd,AllPub,BrkTil,1938,1996,2009
34900,7879,720,IDOTRR,1Fam,4,2,4,1.0,1Story,Wd Sdng,AllPub,CBlock,1920,1950,2009
430000,12692,3228,NoRidge,1Fam,8,4,10,3.0,1Story,BrkFace,AllPub,PConc,1992,1993,2007
184000,9120,1820,BrkSide,1Fam,7,4,8,2.0,1.5Fin,Wd Sdng,AllPub,PConc,1925,1950,2008
130000,7800,899,Sawyer,1Fam,5,3,5,1.0,1Story,HdBoard,AllPub,PConc,1967,2004,2009
120000,7535,912,NAmes,1Fam,5,2,5,1.0,1Story,MetalSd,AllPub,CBlock,1958,1985,2007
113000,1890,1218,BrDale,Twnhs,6,3,7,1.5,2Story,HdBoard,AllPub,CBlock,1973,1973,2007
226700,9803,1768,Somerst,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,2005,2005,2008
140000,9170,1214,Edwards,1Fam,5,2,6,1.0,1Story,MetalSd,AllPub,CBlock,1965,1965,2007
289000,15602,1801,Crawfor,1Fam,7,1,6,2.0,1Story,BrkFace,AllPub,CBlock,1959,1997,2010
147000,2308,1322,NPkVill,TwnhsE,6,3,6,2.5,2Story,Plywood,AllPub,CBlock,1974,1974,2009
124500,7596,1960,OldTown,Duplex,5,4,10,2.0,2Story,Wd Sdng,AllPub,CBlock,1952,1952,2009
215000,9554,1911,SawyerW,1Fam,8,3,8,2.5,2Story,VinylSd,AllPub,PConc,1993,1994,2006
208300,7862,1218,Somerst,1Fam,6,2,4,2.0,1Story,VinylSd,AllPub,PConc,2009,2009,2009
161000,9600,1378,OldTown,1Fam,7,3,7,2.0,2Story,MetalSd,AllPub,BrkTil,1928,2005,2008
124500,9600,1041,NAmes,1Fam,5,3,6,1.0,1Story,MetalSd,AllPub,CBlock,1959,1959,2009
164900,14559,1363,NAmes,1Fam,5,2,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1951,2000,2009
202665,6792,1368,NridgHt,TwnhsE,7,2,6,2.0,1Story,VinylSd,AllPub,PConc,2005,2006,2006
129900,9100,864,NAmes,1Fam,5,3,5,1.0,1Story,VinylSd,AllPub,CBlock,1958,1958,2006
134000,9187,1080,Mitchel,1Fam,6,3,5,1.5,1Story,VinylSd,AllPub,PConc,1983,1983,2007
96500,10594,789,Crawfor,1Fam,5,2,5,1.0,1.5Unf,Wd Sdng,AllPub,BrkTil,1926,1950,2007
402861,12220,2020,NridgHt,1Fam,10,3,9,2.5,1Story,CemntBd,AllPub,CBlock,2009,2009,2009
158000,10448,2119,NWAmes,1Fam,6,3,7,2.5,SLvl,HdBoard,AllPub,CBlock,1972,1972,2009
265000,10208,2344,NoRidge,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,1996,1997,2009
211000,9531,1796,CollgCr,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,1998,1998,2007
234000,10918,2080,Crawfor,1Fam,7,3,9,1.5,2Story,MetalSd,AllPub,BrkTil,1926,2004,2009
106250,10800,1294,OldTown,2fmCon,4,3,7,2.0,2Story,MetalSd,AllPub,BrkTil,1900,2000,2008
150000,11988,1244,NAmes,1Fam,6,3,6,1.5,1Story,VinylSd,AllPub,CBlock,1957,1957,2007
159000,5000,1664,BrkSide,1Fam,6,3,7,2.0,1.5Fin,CemntBd,AllPub,CBlock,1947,1950,2006
184750,40094,4676,Edwards,1Fam,10,3,11,3.5,2Story,CemntBd,AllPub,PConc,2007,2008,2007
315750,11787,2398,NoRidge,1Fam,7,3,8,2.5,2Story,VinylSd,AllPub,PConc,1996,1997,2007
176000,7500,1266,Somerst,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2005,2005,2006
132000,13300,928,NAmes,1Fam,5,2,4,1.0,1Story,Wd Sdng,AllPub,CBlock,1956,2000,2007
446261,14948,2713,NridgHt,1Fam,9,3,11,2.5,2Story,VinylSd,AllPub,PConc,2008,2008,2008
86000,9098,605,Edwards,1Fam,4,2,5,1.0,1Story,Wd Sdng,AllPub,BrkTil,1920,2002,2007
200624,32668,2515,Crawfor,1Fam,6,4,9,3.0,1Story,Wd Sdng,AllPub,PConc,1957,1975,2007
175000,10200,1509,Timber,1Fam,6,3,5,2.0,SLvl,HdBoard,AllPub,CBlock,1988,1989,2008
128000,6155,1362,BrkSide,1Fam,6,3,6,2.0,2Story,Wd Sdng,AllPub,BrkTil,1920,1999,2008
107500,7200,827,NAmes,1Fam,5,2,5,1.0,1Story,VinylSd,AllPub,Slab,1955,2007,2010
39300,5000,334,BrkSide,1Fam,1,1,2,1.0,1Story,VinylSd,AllPub,Slab,1946,1950,2007
178000,9056,1414,Gilbert,1Fam,8,3,6,2.5,2Story,VinylSd,AllPub,PConc,2004,2004,2006
107500,7000,1347,Edwards,2fmCon,5,3,5,1.0,2Story,MetalSd,AllPub,CBlock,1910,1991,2008
188000,8924,1724,CollgCr,1Fam,7,3,8,2.5,2Story,VinylSd,AllPub,PConc,1998,1999,2008
111250,12735,864,NAmes,1Fam,4,3,5,1.0,1Story,MetalSd,AllPub,CBlock,1972,1972,2008
158000,11553,1159,Sawyer,1Fam,5,3,7,1.5,1Story,Plywood,AllPub,CBlock,1968,1968,2006
272000,11423,1601,CollgCr,1Fam,8,3,6,2.0,1Story,VinylSd,AllPub,PConc,2001,2002,2010
315000,14601,1838,Timber,1Fam,9,2,8,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2009
248000,11000,2285,NoRidge,1Fam,8,4,8,2.5,2Story,VinylSd,AllPub,PConc,2000,2000,2007
213250,10140,1680,NWAmes,1Fam,7,3,7,2.0,1Story,VinylSd,AllPub,PConc,1998,1999,2009
133000,4058,767,NAmes,TwnhsE,7,1,4,1.0,SFoyer,MetalSd,AllPub,PConc,1998,1998,2007
179665,17104,1496,Gilbert,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,2006,2006,2006
229000,13837,2183,NWAmes,1Fam,7,4,9,2.5,1.5Fin,HdBoard,AllPub,PConc,1988,1988,2006
210000,8737,1635,BrkSide,1Fam,6,3,6,1.5,1.5Fin,BrkFace,AllPub,BrkTil,1923,1950,2007
129500,7244,768,Mitchel,1Fam,5,2,5,1.0,SFoyer,VinylSd,AllPub,CBlock,1970,1970,2007
125000,8235,825,OldTown,1Fam,5,2,4,1.0,1Story,MetalSd,AllPub,CBlock,1955,1995,2008
263000,9375,2094,Somerst,1Fam,7,4,8,2.5,2Story,VinylSd,AllPub,PConc,2003,2004,2009
140000,4043,1069,NPkVill,TwnhsE,6,2,4,2.0,1Story,Plywood,AllPub,CBlock,1977,1977,2008
112500,6000,928,OldTown,1Fam,5,3,5,1.0,1Story,BrkFace,AllPub,CBlock,1957,1957,2008
255500,11146,1717,NridgHt,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2009
108000,8777,1126,Edwards,1Fam,4,2,5,2.0,1Story,VinylSd,AllPub,CBlock,1949,2003,2009
284000,10625,2046,NridgHt,1Fam,7,3,8,2.5,2Story,VinylSd,AllPub,PConc,2003,2004,2008
113000,6380,1048,BrkSide,1Fam,5,2,5,1.0,1.5Unf,MetalSd,AllPub,BrkTil,1922,1950,2006
141000,14850,1092,NAmes,1Fam,5,2,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1957,1957,2006
108000,11040,1336,IDOTRR,1Fam,4,3,7,1.5,1.5Fin,MetalSd,AllPub,CBlock,1920,1950,2006
175000,21872,1446,Gilbert,1Fam,7,3,6,2.5,2Story,HdBoard,AllPub,PConc,1996,1997,2008
234000,3196,1557,Blmngtn,TwnhsE,7,2,7,2.0,1Story,VinylSd,AllPub,PConc,2003,2004,2006
121500,11341,1392,Sawyer,1Fam,5,3,5,1.5,1Story,Wd Sdng,AllPub,CBlock,1957,1996,2010
170000,10010,1389,Mitchel,1Fam,5,2,6,1.0,1Story,HdBoard,AllPub,CBlock,1974,1975,2006
108000,13907,996,Edwards,1Fam,5,3,6,1.0,1Story,WdShing,AllPub,CBlock,1940,1969,2008
185000,21780,1674,Edwards,1Fam,6,4,8,2.0,1.5Fin,Wd Sdng,AllPub,BrkTil,1918,1950,2008
268000,13346,2295,NoRidge,1Fam,7,4,9,2.5,2Story,HdBoard,AllPub,PConc,1992,2000,2006
128000,6858,1647,SWISU,1Fam,6,4,6,1.5,2Story,Wd Sdng,AllPub,PConc,1915,1950,2010
325000,11198,2504,StoneBr,1Fam,9,4,11,2.5,2Story,VinylSd,AllPub,PConc,2005,2007,2008
214000,10171,1535,NridgHt,1Fam,7,3,7,2.0,1Story,VinylSd,AllPub,PConc,2004,2004,2010
316600,12327,2132,SawyerW,1Fam,8,1,5,1.5,1.5Fin,Wd Sdng,AllPub,CBlock,1983,2009,2009
135960,7032,943,NAmes,Duplex,5,2,4,1.0,SFoyer,MetalSd,AllPub,CBlock,1979,1979,2006
142600,13101,1728,NAmes,Duplex,5,6,10,2.0,1Story,HdBoard,AllPub,CBlock,1965,1965,2008
120000,7332,864,NAmes,1Fam,6,2,4,1.0,1Story,WdShing,AllPub,CBlock,1959,1959,2006
224500,13159,1692,Timber,1Fam,7,3,6,2.5,2Story,VinylSd,AllPub,PConc,2009,2009,2009
170000,9967,1430,Gilbert,1Fam,7,3,8,2.5,SLvl,VinylSd,AllPub,PConc,2000,2000,2007
139000,10500,1109,NAmes,1Fam,5,3,5,1.0,SLvl,MetalSd,AllPub,CBlock,1971,2005,2007
118500,8480,1216,NAmes,1Fam,5,2,6,1.0,1.5Fin,MetalSd,AllPub,CBlock,1947,1950,2008
145000,6292,1477,SWISU,1Fam,7,3,6,2.0,1.5Fin,Wd Sdng,AllPub,BrkTil,1928,1950,2009
164500,11777,1320,Sawyer,1Fam,5,3,6,1.0,SLvl,VinylSd,AllPub,CBlock,1966,1966,2006
146000,3604,1392,Somerst,TwnhsE,7,2,5,2.0,2Story,VinylSd,AllPub,PConc,2007,2007,2008
131500,12150,1795,OldTown,1Fam,5,4,7,2.0,1.5Fin,MetalSd,AllPub,BrkTil,1954,1954,2008
181900,14585,1429,NAmes,1Fam,6,3,7,1.0,1Story,Wd Sdng,AllPub,CBlock,1960,1987,2007
253293,12704,2042,NridgHt,1Fam,8,3,8,2.5,1Story,VinylSd,AllPub,PConc,2008,2009,2009
118500,11841,816,Edwards,Duplex,6,3,5,1.0,SFoyer,HdBoard,AllPub,CBlock,1990,1990,2007
325000,13500,2775,OldTown,1Fam,10,3,9,3.5,2.5Unf,Wd Sdng,AllPub,BrkTil,1893,2000,2008
133000,6120,1573,BrkSide,1Fam,4,3,6,1.0,1.5Fin,AsbShng,AllPub,BrkTil,1935,1995,2009
369900,11443,2028,Timber,1Fam,8,2,7,2.0,1Story,VinylSd,AllPub,PConc,2005,2006,2006
130000,10267,838,BrkSide,1Fam,6,2,5,1.0,1Story,Stucco,AllPub,BrkTil,1918,2000,2008
137000,8740,860,Sawyer,1Fam,5,2,4,1.0,SFoyer,HdBoard,AllPub,CBlock,1982,1982,2009
143000,25095,1473,ClearCr,1Fam,5,1,5,1.0,1Story,Wd Sdng,AllPub,CBlock,1968,2003,2009
79500,9100,935,BrkSide,1Fam,5,2,4,1.0,1Story,VinylSd,AllPub,BrkTil,1930,1960,2008
185900,8320,1582,CollgCr,1Fam,7,3,6,2.5,2Story,VinylSd,AllPub,PConc,2004,2004,2008
451950,13478,2296,NridgHt,1Fam,10,3,10,2.5,2Story,CemntBd,AllPub,PConc,2008,2008,2009
138000,6600,816,Mitchel,1Fam,5,2,4,1.0,1Story,HdBoard,AllPub,PConc,1982,2003,2008
140000,4435,848,CollgCr,TwnhsE,6,1,4,1.0,1Story,VinylSd,AllPub,PConc,2003,2003,2009
110000,7990,924,CollgCr,1Fam,5,3,5,1.0,1Story,HdBoard,AllPub,CBlock,1975,1975,2008
319000,11302,1826,StoneBr,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2005,2006,2006
114504,3600,1368,OldTown,1Fam,6,3,7,1.0,2Story,VinylSd,AllPub,CBlock,1910,1993,2006
194201,3922,1402,Blmngtn,TwnhsE,7,2,7,1.0,1Story,VinylSd,AllPub,PConc,2006,2007,2007
217500,12984,1647,Crawfor,1Fam,5,3,7,2.0,1Story,Plywood,AllPub,CBlock,1977,1977,2006
151000,1950,1556,Blueste,Twnhs,6,3,6,2.5,2Story,MetalSd,AllPub,CBlock,1980,1980,2008
275000,10927,1904,NridgHt,1Fam,8,3,8,2.5,2Story,VinylSd,AllPub,PConc,2005,2005,2006
141000,9000,1375,IDOTRR,1Fam,6,3,6,1.5,1.5Fin,Wd Sdng,AllPub,PConc,1937,1950,2007
220000,10041,1915,SawyerW,1Fam,8,3,8,2.5,2Story,HdBoard,AllPub,PConc,1992,1992,2006
151000,3182,1200,Somerst,TwnhsE,7,2,4,2.5,2Story,MetalSd,AllPub,PConc,2004,2005,2010
221000,12803,1494,CollgCr,1Fam,7,3,6,2.0,1Story,VinylSd,AllPub,PConc,2002,2002,2008
205000,13600,1986,NAmes,1Fam,7,3,7,2.5,2Story,HdBoard,AllPub,CBlock,1965,1990,2009
152000,12464,1040,CollgCr,1Fam,5,3,6,1.0,1Story,VinylSd,AllPub,PConc,1996,1996,2009
225000,7800,2008,Edwards,1Fam,5,3,8,3.0,2Story,MetalSd,AllPub,CBlock,1948,2002,2006
359100,12168,3194,Crawfor,1Fam,8,4,10,2.5,2Story,BrkFace,AllPub,PConc,1934,1998,2007
118500,7943,1029,Sawyer,1Fam,4,3,5,1.0,1Story,VinylSd,AllPub,CBlock,1961,1961,2007
313000,11050,2153,CollgCr,1Fam,9,3,8,2.5,2Story,VinylSd,AllPub,PConc,2000,2000,2009
148000,10395,1032,NWAmes,1Fam,6,3,6,2.0,SLvl,HdBoard,AllPub,CBlock,1978,1978,2007
261500,11885,1872,CollgCr,1Fam,8,3,7,2.5,2Story,VinylSd,AllPub,PConc,2001,2001,2009
147000,8402,1120,Mitchel,1Fam,5,3,6,1.0,1Story,VinylSd,AllPub,PConc,2007,2007,2007
75500,1491,630,MeadowV,TwnhsE,4,1,3,1.0,SFoyer,CemntBd,AllPub,CBlock,1972,1972,2010
137500,8800,1054,NAmes,1Fam,6,3,6,1.0,SFoyer,MetalSd,AllPub,PConc,1963,1963,2010
183200,7861,1509,Gilbert,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,2002,2003,2006
105500,7227,832,NAmes,1Fam,6,2,4,1.0,1.5Unf,MetalSd,AllPub,CBlock,1954,1954,2008
314813,11694,1828,NridgHt,1Fam,9,3,9,2.0,1Story,CemntBd,AllPub,PConc,2007,2007,2007
305000,12244,2262,Timber,1Fam,8,4,10,2.5,2Story,VinylSd,AllPub,PConc,2003,2003,2008
67000,8248,864,Edwards,1Fam,3,2,5,1.0,1Story,Stucco,AllPub,BrkTil,1914,1950,2008
240000,10800,2614,NWAmes,1Fam,6,4,9,2.5,2Story,HdBoard,AllPub,CBlock,1974,1997,2008
135000,7064,980,Sawyer,1Fam,5,3,6,1.0,1Story,Plywood,AllPub,CBlock,1977,1977,2009
168500,2117,1512,Somerst,TwnhsE,6,2,4,2.5,2Story,MetalSd,AllPub,PConc,2000,2000,2007
165150,10400,1790,NWAmes,1Fam,6,4,8,2.0,2Story,VinylSd,AllPub,CBlock,1972,1972,2006
160000,10000,1116,NAmes,1Fam,6,3,5,1.5,1Story,Wd Sdng,AllPub,CBlock,1962,1962,2010
139900,12342,1422,NAmes,1Fam,5,3,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1960,1978,2007
153000,9600,1520,NAmes,1Fam,6,3,7,1.0,SLvl,AsbShng,AllPub,CBlock,1955,1972,2010
135000,11606,2080,NAmes,1Fam,5,5,9,2.0,2Story,Plywood,AllPub,PConc,1969,1969,2007
168500,9020,1350,NAmes,1Fam,6,3,6,1.5,SLvl,Plywood,AllPub,CBlock,1964,1964,2008
124000,9000,1750,OldTown,1Fam,5,3,8,1.0,2Story,VinylSd,AllPub,BrkTil,1880,1991,2006
209500,4590,1554,NridgHt,Twnhs,8,2,6,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2007
82500,11900,1411,NWAmes,1Fam,7,3,6,2.0,1Story,Plywood,AllPub,CBlock,1977,1977,2009
139400,9250,1056,NAmes,1Fam,5,3,6,1.0,1Story,Wd Sdng,AllPub,CBlock,1954,2005,2007
144000,6979,1056,OldTown,Duplex,6,0,4,0.0,SFoyer,Plywood,AllPub,CBlock,1980,1980,2010
200000,10896,3395,SWISU,2fmCon,6,8,14,2.0,2.5Fin,VinylSd,AllPub,CBlock,1914,1995,2007
60000,6120,800,BrkSide,1Fam,2,1,4,1.0,1Story,AsbShng,AllPub,BrkTil,1936,1950,2009
93000,6000,1387,OldTown,2fmCon,5,3,7,2.0,1.5Fin,Wd Sdng,AllPub,CBlock,1954,1954,2009
85000,8777,796,Edwards,1Fam,5,2,4,1.0,1Story,MetalSd,AllPub,CBlock,1910,1950,2008
264561,3982,1567,Blmngtn,TwnhsE,8,1,7,2.0,1Story,VinylSd,AllPub,PConc,2006,2006,2006
274000,12677,1518,NridgHt,TwnhsE,8,1,6,1.5,1Story,MetalSd,AllPub,PConc,2003,2004,2008
226000,7050,1929,Somerst,1Fam,7,3,7,2.5,2Story,VinylSd,AllPub,PConc,2001,2001,2007
345000,13860,2704,NAmes,1Fam,8,4,9,2.5,SLvl,Plywood,AllPub,CBlock,1972,1995,2009
152000,10793,1620,NWAmes,1Fam,5,4,7,2.5,2Story,WdShing,AllPub,CBlock,1969,1969,2007
370878,9187,1766,Somerst,1Fam,9,2,7,2.5,1Story,CemntBd,AllPub,PConc,2009,2009,2009
143250,10530,981,NAmes,1Fam,6,3,5,1.5,1Story,Plywood,AllPub,CBlock,1971,1971,2007
98300,7200,1048,NAmes,1Fam,5,3,7,1.0,1Story,MetalSd,AllPub,CBlock,1950,1950,2008
155000,10452,1094,Edwards,1Fam,6,3,5,1.0,1Story,Wd Sdng,AllPub,CBlock,1953,1953,2008
155000,7700,1839,NAmes,1Fam,6,4,7,1.5,2Story,MetalSd,AllPub,CBlock,1966,1966,2010
84500,1936,630,MeadowV,Twnhs,4,1,3,1.0,SFoyer,CemntBd,AllPub,CBlock,1970,1970,2007
205950,8125,1665,Somerst,1Fam,7,3,7,2.5,2Story,CemntBd,AllPub,PConc,2007,2007,2008
108000,9084,1510,Edwards,1Fam,4,4,7,1.0,2Story,MetalSd,AllPub,CBlock,1940,1950,2009
191000,8750,1716,CollgCr,1Fam,7,2,7,2.5,2Story,VinylSd,AllPub,PConc,1996,1996,2009
135000,10320,1469,IDOTRR,1Fam,6,3,7,1.0,1.5Fin,MetalSd,AllPub,CBlock,1906,1995,2008
350000,10437,2113,NoRidge,1Fam,8,2,7,2.5,1Story,MetalSd,AllPub,PConc,1995,1995,2008
88000,1680,1092,BrDale,Twnhs,6,3,6,1.5,2Story,HdBoard,AllPub,CBlock,1971,1971,2010
145500,10007,1053,NAmes,1Fam,5,3,5,1.5,1Story,HdBoard,AllPub,CBlock,1959,2006,2008
149000,7200,1502,Crawfor,1Fam,7,3,6,1.5,2Story,Stucco,AllPub,BrkTil,1931,2000,2008
97500,17503,1458,NAmes,1Fam,6,3,6,1.0,1.5Fin,VinylSd,AllPub,CBlock,1948,1950,2010
167000,9937,1486,Edwards,1Fam,5,3,7,1.0,1Story,MetalSd,AllPub,PConc,1964,1999,2009
197900,12384,1935,NWAmes,1Fam,7,3,7,2.5,2Story,Plywood,AllPub,CBlock,1976,1976,2007
402000,46589,2448,NoRidge,1Fam,8,4,8,2.5,2Story,VinylSd,AllPub,PConc,1994,2005,2009
110000,13560,1392,NAmes,1Fam,6,2,5,1.0,1Story,Wd Sdng,AllPub,CBlock,1968,1968,2009
137500,10012,1181,Edwards,1Fam,4,3,6,2.0,SFoyer,Plywood,AllPub,CBlock,1972,1972,2008
423000,20896,2097,Somerst,1Fam,8,1,8,1.5,1Story,VinylSd,AllPub,PConc,2005,2006,2006
230500,11194,1936,Gilbert,1Fam,8,3,7,2.5,2Story,VinylSd,AllPub,PConc,2000,2000,2006
129000,18450,2380,NAmes,1Fam,6,3,7,2.5,2Story,Plywood,AllPub,CBlock,1965,1979,2007
193500,8125,1679,SawyerW,1Fam,6,3,7,2.0,1Story,HdBoard,AllPub,PConc,1994,1998,2008
168000,14175,1437,Sawyer,1Fam,5,3,6,1.5,1Story,CemntBd,AllPub,CBlock,1956,1987,2006
137500,11600,1180,Crawfor,1Fam,4,2,5,1.0,1Story,MetalSd,AllPub,BrkTil,1922,1950,2006
173500,8633,1476,CollgCr,1Fam,6,3,7,2.5,2Story,VinylSd,AllPub,PConc,2005,2005,2009
103600,6629,1369,Edwards,1Fam,6,3,6,2.0,2Story,Wd Sdng,AllPub,BrkTil,1925,1950,2009
165000,11250,1208,Veenker,1Fam,6,3,6,1.5,1Story,Plywood,AllPub,CBlock,1977,1977,2006
257500,14442,1839,Crawfor,1Fam,6,3,7,2.0,1Story,CemntBd,AllPub,PConc,1957,2004,2007
140000,9200,1136,NAmes,1Fam,6,3,5,1.0,1Story,HdBoard,AllPub,CBlock,1965,1965,2008
148500,2289,1441,NPkVill,Twnhs,6,3,7,2.5,2Story,Plywood,AllPub,CBlock,1978,1978,2009
87000,9600,1774,OldTown,1Fam,4,4,8,2.0,2Story,AsbShng,AllPub,BrkTil,1900,1950,2006
109500,9022,792,OldTown,1Fam,5,2,5,1.0,1Story,VinylSd,AllPub,BrkTil,1924,2006,2009
372500,11844,2046,StoneBr,1Fam,8,3,7,2.5,1Story,VinylSd,AllPub,PConc,2008,2008,2009
128500,9945,988,Sawyer,1Fam,5,3,5,1.0,1Story,Wd Sdng,AllPub,CBlock,1961,1961,2007
143000,8012,923,SawyerW,TwnhsE,6,2,5,2.0,1Story,Plywood,AllPub,CBlock,1980,1980,2010
159434,4500,1520,SWISU,1Fam,5,3,6,1.0,1.5Fin,VinylSd,AllPub,BrkTil,1932,2000,2009
173000,2887,1291,ClearCr,1Fam,6,2,6,1.0,1Story,Wd Sdng,AllPub,PConc,1996,1997,2008
285000,11248,1668,CollgCr,1Fam,9,3,7,2.0,1Story,VinylSd,AllPub,PConc,2002,2002,2007
221000,16770,1839,NoRidge,1Fam,7,4,7,2.5,2Story,VinylSd,AllPub,PConc,1998,1998,2010
207500,5062,2090,StoneBr,TwnhsE,7,3,6,2.0,2Story,HdBoard,AllPub,CBlock,1984,1984,2007
227875,10207,1761,Somerst,1Fam,7,3,7,3.0,2Story,VinylSd,AllPub,PConc,2007,2007,2007
148800,5105,1102,Somerst,TwnhsE,7,2,4,2.5,2Story,MetalSd,AllPub,PConc,2004,2004,2007
392000,8089,1419,StoneBr,1Fam,8,2,7,2.0,1Story,MetalSd,AllPub,PConc,2007,2007,2007
194700,7577,1362,NridgHt,TwnhsE,6,2,6,2.0,1Story,VinylSd,AllPub,PConc,2005,2006,2007
141000,4426,848,CollgCr,TwnhsE,6,1,3,1.0,1Story,VinylSd,AllPub,PConc,2004,2004,2008
755000,21535,4316,NoRidge,1Fam,10,4,10,3.5,2Story,HdBoard,AllPub,PConc,1994,1995,2007
335000,26178,2519,Timber,1Fam,7,4,9,2.5,2Story,MetalSd,AllPub,PConc,1989,1990,2006
108480,5400,1073,OldTown,1Fam,5,2,4,1.0,1Story,MetalSd,AllPub,BrkTil,1921,1968,2006
141500,6120,1539,BrkSide,1Fam,5,3,5,1.5,1.5Fin,Wd Sdng,AllPub,BrkTil,1936,1950,2009
176000,13811,1137,Timber,1Fam,6,2,5,2.0,1Story,HdBoard,AllPub,CBlock,1987,1987,2006
89000,6000,616,BrkSide,1Fam,5,2,4,1.0,1Story,Wd Sdng,AllPub,CBlock,1921,1950,2006
123500,6420,1148,Edwards,1Fam,5,2,6,1.0,1Story,Wd Sdng,AllPub,PConc,1952,1952,2006
138500,8450,894,Sawyer,1Fam,5,3,5,1.0,1Story,MetalSd,AllPub,CBlock,1965,2009,2010
196000,4282,1391,Somerst,TwnhsE,7,2,5,2.0,1Story,MetalSd,AllPub,PConc,2004,2004,2008
312500,14331,1800,Timber,1Fam,8,3,7,2.0,1Story,VinylSd,AllPub,PConc,2002,2002,2006
140000,9600,1164,NWAmes,1Fam,7,3,6,1.5,1Story,HdBoard,AllPub,CBlock,1969,1969,2006
361919,12438,2576,StoneBr,1Fam,8,4,10,2.5,2Story,VinylSd,AllPub,PConc,2006,2006,2006
140000,7630,1812,OldTown,2fmCon,5,4,8,2.0,2Story,Wd Sdng,AllPub,BrkTil,1900,1996,2010
